objectid,parentid,title,interviewees,creator,date,description,subject,subject_cdm,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,cdm_referenceurl,cdm_number,cdm_file,cdm_filepath,object_location,image_small,image_thumb,image_alt_text,object_transcript
chp2007091,chp200709,"Patricia George, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/288,288,289.pdf,/tacomacomm/image/289.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/288/filename/chp2007091,,,,
chp2007092,chp200709,"Roger Coleman, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/289,289,290.pdf,/tacomacomm/image/290.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/289/filename/chp2007092,,,,
chp2007093,chp200709,"Roger Coleman, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/290,290,291.mp3,/tacomacomm/image/291.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/290,,,,
chp2007094,chp200709,"Roger Coleman, interview transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/291,291,292.pdf,/tacomacomm/image/292.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/291/filename/chp2007094,,,,
chp2007095,chp200709,"Roger Coleman, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/292,292,293.mp3,/tacomacomm/image/293.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/292,,,,
chp2007096,chp200709,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/293,293,294.pdf,/tacomacomm/image/294.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/293/filename/chp2007096,,,,
chp200707,,The Chronicles of the Life of Wilmott Ragsdale,"Ragsdale, Wilmott","Carter, Alicia J.",2007,"Wilmott Ragsdale presents his life story and gives an overview of his decade-spanning journalism and teaching careers. Notable highlights from this lengthy collection of interviews include: Ragsdale's childhood in Tacoma's early Proctor District; his time as a war correspondent in England during World War II; his opposition to the Canwell Committee and subsequent involvement with the academic freedom movement; and his travels to South America, Europe, the Middle East, and Africa.",Civil rights; Activists; Education; World War; Social aspects; Politics; Tacoma,,Proctor District,47.27122993282882,-122.48885078003636,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,497,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/497/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/497/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/497,,
chp2007071,chp200707,chp2007-07_ragsdale,,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/497,497,621.jp2,/tacomacomm/image/621.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/497/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/497/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/497,,
chp2007072,chp200707,chp2007-07_essay,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/498,498,622.pdf,/tacomacomm/image/622.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/498/filename/chp2007072,,,,
chp2007073,chp200707,chp2007-07_transcript,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/499,499,623.pdf,/tacomacomm/image/623.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/499/filename/chp2007073,,,,
chp2007074,chp200707,chp2007-07_interview01,,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/500,500,624.mp3,/tacomacomm/image/624.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/500,,,,
chp2007075,chp200707,chp2007-07_interview02,,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/501,501,625.mp3,/tacomacomm/image/625.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/501,,,,
chp2007076,chp200707,chp2007-07_interview03,,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/502,502,626.mp3,/tacomacomm/image/626.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/502,,,,
chp2007077,chp200707,chp2007-07_interview04,,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/503,503,627.mp3,/tacomacomm/image/627.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/503,,,,
chp2007078,chp200707,chp2007-07_interview05,,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/504,504,628.mp3,/tacomacomm/image/628.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/504,,,,
chp2007079,chp200707,chp2007-07_interview06,,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/505,505,629.mp3,/tacomacomm/image/629.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/505,,,,
chp20070710,chp200707,chp2007-07_bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/506,506,630.pdf,/tacomacomm/image/630.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/506/filename/chp20070710,,,,
chp200703,,La-Sy-El: Daughter of Swinomish,"Bates, Faye C.","La Pointe-Gorman, Cecelia",2007,"Faye Cabrini Bates shares her life story and recounts details from her social justice career, focusing in particular on her work with at-risk Native American youth and with St. Leo Churchs outreach programs. A long-time Indian rights activist, she comments on some of the political and social obstacles currently faced by Native American communities. Her father, Elder Martin Sampson of the Swinomish Tribe, is also discussed in-depth.",Indigenous peoples; Civic leaders; Women; Tacoma; Seattle; Civil rights; Churches and temples; Activists; Politics; Social aspects,,Swinomish Reservation,48.41580366317085,-122.53156396437537,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm//full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp2007031,chp200703,"Cecelia La Pointe-Gorman, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/369,369,402.pdf,/tacomacomm/image/402.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/369/filename/chp2007031,,,,
chp2007032,chp200703,"Faye C. Bates, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/370,370,403.pdf,/tacomacomm/image/403.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/370/filename/chp2007032,,,,
chp2007033,chp200703,"Faye C. Bates, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/371,371,404.mp3,/tacomacomm/image/404.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/371,,,,
chp2007034,chp200703,"Faye C. Bates, interview transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/372,372,405.pdf,/tacomacomm/image/405.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/372/filename/chp2007034,,,,
chp2007035,chp200703,"Faye C. Bates, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/373,373,406.mp3,/tacomacomm/image/406.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/373,,,,
chp2007036,chp200703,"Faye C. Bates, interview transcript 3",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/374,374,407.pdf,/tacomacomm/image/407.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/374/filename/chp2007036,,,,
chp2007037,chp200703,"Faye C. Bates, audio 3",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/375,375,408.mp3,/tacomacomm/image/408.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/375,,,,
chp2007038,chp200703,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/376,376,409.pdf,/tacomacomm/image/409.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/376/filename/chp2007038,,,,
chp200702,,Mexican-Americans from Mexico to Washington State: Discrimination and Segregation in the Memory of One Witness,"Castaeda, Jenaro","Lance, Yris",2007,"Jenaro Castaeda, a former migrant worker, describes life growing up in a post-World War II farm labor camp and comments on the social barriers he has faced as a Mexican-American. He also touches on his work with the Washington State Office of Minority and Womens Business Enterprises and expresses his hopes for greater recognition and understanding of Washingtons minority communities.",Mexican Americans; Latin Americans; Ethnic identity; Businesspeople; World War; Farmers; Race discrimination; Women; Race relations; Businesspeople,,Yakima County,46.54755182088891,-120.65047137325278,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,361,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/361/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/361/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/361,,
chp2007021,chp200702,"Jenaro Castaeda, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/361,361,394.jp2,/tacomacomm/image/394.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/361/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/361/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/361,,
chp2007022,chp200702,"Yris Lance, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/362,362,395.pdf,/tacomacomm/image/395.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/362/filename/chp2007022,,,,
chp2007023,chp200702,"Jenaro Castaeda, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/363,363,396.pdf,/tacomacomm/image/396.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/363/filename/chp2007023,,,,
chp2007024,chp200702,"Jenaro Castaeda, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/364,364,397.mp3,/tacomacomm/image/397.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/364,,,,
chp2007025,chp200702,"Jenaro Castaeda, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/365,365,398.mp3,/tacomacomm/image/398.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/365,,,,
chp2007026,chp200702,"Jenaro Castaeda, audio 3",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/366,366,399.mp3,/tacomacomm/image/399.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/366,,,,
chp2007027,chp200702,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/367,367,400.pdf,/tacomacomm/image/400.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/367/filename/chp2007027,,,,
chp200801,,Lorraine Elizabeth Joseph: Puyallup Tribal Elder,"Joseph, Lorraine E., 1929-","La Pointe-Gorman, Cecelia",2008,Puyallup tribal elder Lorraine Joseph shares the history of the Indian Shaker Church and discusses how faith and prayer have shaped her life.,Religious life and customs; Indigenous peoples; Ethnic identity; Women; Churches and temples; Education; Kitsap County; 20th century; 21st century,,Puyallup Reservation,47.23648939411235,-122.40910344939977,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,301,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/301/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/301/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/301,,
chp2008011,chp200801,"Lorraine Joseph, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/301,301,302.jp2,/tacomacomm/image/302.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/301/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/301/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/301,,
chp2008012,chp200801,"Cecelia La Pointe-Gorman, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/302,302,303.pdf,/tacomacomm/image/303.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/302/filename/chp2008012,,,,
chp2008013,chp200801,"Lorraine Joseph, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/303,303,304.pdf,/tacomacomm/image/304.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/303/filename/chp2008013,,,,
chp2008014,chp200801,"Lorraine Joseph, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/304,304,305.mp3,/tacomacomm/image/305.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/304,,,,
chp2008015,chp200801,"Lorraine Joseph, interview transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/305,305,306.pdf,/tacomacomm/image/306.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/305/filename/chp2008015,,,,
chp2008016,chp200801,"Lorraine Joseph, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/306,306,307.mp3,/tacomacomm/image/307.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/306,,,,
chp2008017,chp200801,"Lorraine Joseph, interview transcript 3",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/307,307,308.pdf,/tacomacomm/image/308.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/307/filename/chp2008017,,,,
chp2008018,chp200801,"Lorraine Joseph, audio 3",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/308,308,309.mp3,/tacomacomm/image/309.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/308,,,,
chp2008019,chp200801,"Lorraine Joseph, interview transcript 4",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/309,309,310.pdf,/tacomacomm/image/310.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/309/filename/chp2008019,,,,
chp20080110,chp200801,"Lorraine Joseph, audio 4",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/310,310,311.mp3,/tacomacomm/image/311.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/310,,,,
chp20080111,chp200801,"Lorraine Joseph, interview transcript 5",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/311,311,312.pdf,/tacomacomm/image/312.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/311/filename/chp20080111,,,,
chp20080112,chp200801,"Lorraine Joseph, video",,,,,,,,,,,,Video,video,,,,video,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/312,312,313.mp4,/tacomacomm/image/313.mp4,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/312/filename/chp20080112,,,,
chp20080113,chp200801,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/313,313,314.pdf,/tacomacomm/image/314.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/313/filename/chp20080113,,,,
chp200802,,The Story of Lena Landry Davis: Puyallup Tribal Elder,"Landry, Lena M.","La Pointe-Gorman, Cecelia",2008,"In this series of interviews, Puyallup Tribal Elder Lena Landry recounts stories from her childhood, focusing in particular on her time at the St. George's and Chemawa Indian Schools and at Cushman Indian Hospital. She also touches on her later work with the Metropolitan Development Council and the Puyallup Tribal Council.",Tacoma; Indigenous peoples; Women; Hospitals; Education; Government,,Puyallup Reservation,47.23648939411235,-122.40910344939977,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,508,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/508/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/508/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/508,,
chp2008021,chp200802,chp2008-02_LandryPortrait2,,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/508,508,632.jp2,/tacomacomm/image/632.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/508/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/508/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/508,,
chp2008022,chp200802,chp2008-02_essay,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/509,509,633.pdf,/tacomacomm/image/633.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/509/filename/chp2008022,,,,
chp2008023,chp200802,chp2008-02_transcript1,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/510,510,634.pdf,/tacomacomm/image/634.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/510/filename/chp2008023,,,,
chp2008024,chp200802,chp2008-02_transcript2,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/511,511,635.pdf,/tacomacomm/image/635.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/511/filename/chp2008024,,,,
chp2008025,chp200802,chp2008-02_transcript3,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/512,512,636.pdf,/tacomacomm/image/636.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/512/filename/chp2008025,,,,
chp2008026,chp200802,chp2008-02_transcript4,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/513,513,637.pdf,/tacomacomm/image/637.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/513/filename/chp2008026,,,,
chp2008027,chp200802,chp2008-02_transcript5,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/514,514,638.pdf,/tacomacomm/image/638.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/514/filename/chp2008027,,,,
chp200904,,Women and Tacomas Civil Rights Movement: Mrs. Bil Moss,"Moss, Bil, 1932-","Walker, Kristina L.",2009,"Community leader Bil Moss looks back at six decades of social activism and discusses her involvement in Tacomas civil rights movement. She describes her early work to secure open housing in Tacoma, which arose from her personal struggles to purchase property outside the Hilltop area, and her work with the Tacoma Chapter of the Links on the Sickle Cell Project. Moss touches on a number of her civic and political activities in these three lengthy interviews and shares some insights into the social barriers she has faced as an African-American woman.",Civic leaders; Civil rights; Activists; Government; African Americans; Women; Pierce County; Tacoma; Hilltop; Politics; Social aspects; Race relations,,Central Tacoma,47.24911,-122.480642,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,346,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/346/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/346/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/346,,
chp2009041,chp200904,"Bil Moss, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/346,346,363.jp2,/tacomacomm/image/363.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/346/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/346/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/346,,
chp2009042,chp200904,"Kristina L. Walker, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/347,347,364.pdf,/tacomacomm/image/364.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/347/filename/chp2009042,,,,
chp2009043,chp200904,"Bil Moss, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/348,348,365.pdf,/tacomacomm/image/365.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/348/filename/chp2009043,,,,
chp2009044,chp200904,"Bil Moss, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/349,349,366.mp3,/tacomacomm/image/366.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/349,,,,
chp2009045,chp200904,"Bil Moss, interview transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/350,350,367.pdf,/tacomacomm/image/367.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/350/filename/chp2009045,,,,
chp2009046,chp200904,"Bil Moss, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/351,351,368.mp3,/tacomacomm/image/368.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/351,,,,
chp2009047,chp200904,"Bil Moss, interview transcript 3",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/352,352,369.pdf,/tacomacomm/image/369.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/352/filename/chp2009047,,,,
chp2009048,chp200904,"Bil Moss, audio 3",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/353,353,370.mp3,/tacomacomm/image/370.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/353,,,,
chp2009049,chp200904,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/354,354,371.pdf,/tacomacomm/image/371.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/354/filename/chp2009049,,,,
